epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
118,238.129,2.03974,1.53408,1.61938,0.44934,0.05263,0.06845,0.02678,2.14317,2.59532,1.21058,0.0012278,0.0012278,0.0012278
119,239.651,1.9271,1.47247,1.5531,0.47075,0.05263,0.06819,0.02496,2.2722,2.68144,1.25025,0.0012212,0.0012212,0.0012212
120,241.141,1.94019,1.49089,1.51503,0.34483,0.07895,0.07131,0.0324,2.35258,2.67202,1.28894,0.0012146,0.0012146,0.0012146
121,242.626,1.96947,1.57259,1.57543,0.26715,0.07895,0.0795,0.04039,2.59834,2.56899,1.28107,0.001208,0.001208,0.001208
122,244.131,1.94455,1.50827,1.60474,0.29545,0.10526,0.081,0.04162,2.70012,2.47499,1.26856,0.0012014,0.0012014,0.0012014
123,245.641,2.06345,1.50289,1.53261,0.41476,0.10526,0.09534,0.04174,2.85467,2.56188,1.33511,0.0011948,0.0011948,0.0011948
124,247.149,1.97811,1.58062,1.6285,0.47254,0.13158,0.1245,0.0511,2.88758,2.45267,1.31803,0.0011882,0.0011882,0.0011882
125,248.653,1.94865,1.5195,1.50362,0.54553,0.13158,0.13302,0.0555,2.80516,2.21865,1.28403,0.0011816,0.0011816,0.0011816
126,250.171,1.84225,1.62973,1.64871,0.77787,0.13158,0.14299,0.05668,2.67776,2.00122,1.2632,0.001175,0.001175,0.001175
127,251.665,1.69763,1.47545,1.46611,0.89143,0.13158,0.15257,0.05978,2.74283,2.02919,1.2568,0.0011684,0.0011684,0.0011684
128,253.137,1.9581,1.38487,1.39893,0.70985,0.13158,0.1535,0.05965,2.6647,2.05623,1.2268,0.0011618,0.0011618,0.0011618
129,254.629,1.87022,1.45414,1.49193,0.61119,0.13158,0.14321,0.05206,2.55869,2.07893,1.19344,0.0011552,0.0011552,0.0011552
130,256.103,1.80823,1.39549,1.51422,0.59415,0.10526,0.12965,0.04984,2.54072,2.17372,1.21432,0.0011486,0.0011486,0.0011486
131,257.569,1.82815,1.29982,1.48473,0.6043,0.12141,0.12273,0.04182,2.52475,2.22994,1.22054,0.001142,0.001142,0.001142
132,259.062,1.90994,1.33185,1.49639,0.63917,0.13158,0.13442,0.05854,2.35852,2.23302,1.16648,0.0011354,0.0011354,0.0011354
133,260.429,1.74776,1.3009,1.45265,0.84485,0.13158,0.14833,0.07182,2.37899,2.09282,1.15231,0.0011288,0.0011288,0.0011288
134,261.709,1.80669,1.36584,1.34453,0.95229,0.13158,0.15928,0.06495,2.35312,2.00921,1.14981,0.0011222,0.0011222,0.0011222
135,262.987,1.96476,1.40697,1.52794,0.48277,0.18421,0.18427,0.06922,2.36897,1.74321,1.14703,0.0011156,0.0011156,0.0011156
136,264.276,1.86588,1.27385,1.41597,0.53858,0.18421,0.19155,0.07647,2.28019,1.681,1.13219,0.001109,0.001109,0.001109
137,265.55,1.79484,1.54403,1.64082,0.53819,0.18421,0.19745,0.07217,2.27929,1.71351,1.14756,0.0011024,0.0011024,0.0011024
138,266.803,1.87024,1.55694,1.61534,0.96614,0.15789,0.1857,0.06688,2.28592,1.74692,1.1592,0.0010958,0.0010958,0.0010958
139,268.059,1.9593,1.49011,1.46017,0.63189,0.15789,0.18042,0.07349,2.13101,1.75144,1.13219,0.0010892,0.0010892,0.0010892
140,269.365,1.83452,1.37211,1.4568,0.62967,0.15789,0.17919,0.07398,2.15405,1.74743,1.09757,0.0010826,0.0010826,0.0010826
141,270.652,1.87369,1.44706,1.49781,0.56196,0.18421,0.18296,0.07681,2.21344,1.74285,1.09005,0.001076,0.001076,0.001076
142,271.939,1.89789,1.39819,1.55956,0.57447,0.18421,0.18635,0.08691,2.17428,1.6492,1.08265,0.0010694,0.0010694,0.0010694
143,273.203,1.76549,1.26817,1.45491,0.76818,0.18421,0.19271,0.08108,2.2429,1.6005,1.09075,0.0010628,0.0010628,0.0010628
144,274.459,1.66425,1.29409,1.4402,0.84326,0.18421,0.19167,0.08009,2.28649,1.61522,1.09256,0.0010562,0.0010562,0.0010562
145,275.715,1.7437,1.34437,1.37054,0.84011,0.18421,0.1947,0.07968,2.31091,1.63958,1.08339,0.0010496,0.0010496,0.0010496
146,276.998,1.86809,1.40144,1.50046,0.77303,0.18421,0.21196,0.09791,2.2351,1.60931,1.05721,0.001043,0.001043,0.001043
147,278.327,1.76392,1.41789,1.49964,0.61725,0.21231,0.21254,0.10318,2.14274,1.54459,1.05152,0.0010364,0.0010364,0.0010364
148,279.63,1.81348,1.27146,1.49237,0.65656,0.21053,0.21139,0.1083,2.13702,1.54539,1.05157,0.0010298,0.0010298,0.0010298
149,280.894,1.67856,1.17877,1.32802,0.61254,0.21053,0.20476,0.10408,2.22746,1.56103,1.07828,0.0010232,0.0010232,0.0010232
150,282.176,1.64136,1.17248,1.39002,0.81071,0.18421,0.20605,0.09237,2.28086,1.59892,1.09404,0.0010166,0.0010166,0.0010166
151,283.441,1.64919,1.18201,1.32099,0.79221,0.18421,0.20928,0.09351,2.26459,1.55531,1.10448,0.00101,0.00101,0.00101
152,284.741,1.59789,1.14047,1.26913,0.84715,0.18421,0.21478,0.08867,2.25736,1.60256,1.10893,0.0010034,0.0010034,0.0010034
153,286.004,1.81638,1.45507,1.45251,0.69423,0.21053,0.21443,0.1134,2.16342,1.61745,1.08911,0.0009968,0.0009968,0.0009968
154,287.29,1.68847,1.17862,1.29013,0.72306,0.20646,0.21254,0.10549,2.12908,1.74801,1.08222,0.0009902,0.0009902,0.0009902
155,288.578,1.61336,1.17078,1.37355,0.77159,0.21053,0.226,0.10722,2.17608,1.80881,1.07276,0.0009836,0.0009836,0.0009836
156,289.853,1.68141,1.23586,1.40603,0.88334,0.15789,0.20302,0.09145,2.26179,1.83083,1.0868,0.000977,0.000977,0.000977
157,291.192,1.55939,1.19686,1.35551,0.87751,0.18421,0.21191,0.0637,2.36887,1.95828,1.09156,0.0009704,0.0009704,0.0009704
158,292.465,1.64845,1.14468,1.32434,0.60099,0.18421,0.18494,0.06723,2.22699,1.93036,1.06098,0.0009638,0.0009638,0.0009638
159,293.732,1.56294,1.11433,1.31021,0.60584,0.18421,0.16952,0.07297,2.24369,2.0244,1.0381,0.0009572,0.0009572,0.0009572
160,295.003,1.68615,1.28884,1.31433,0.72025,0.18421,0.19491,0.07592,2.20389,1.78041,1.02202,0.0009506,0.0009506,0.0009506
161,296.257,1.79316,1.32982,1.30179,0.86674,0.18421,0.20786,0.08001,2.24352,1.61017,1.0193,0.000944,0.000944,0.000944
162,297.503,1.66663,1.14399,1.27021,0.88601,0.18421,0.21241,0.07245,2.40962,1.62089,1.02887,0.0009374,0.0009374,0.0009374
163,298.773,1.50318,1.07569,1.28665,0.86592,0.18421,0.2154,0.07501,2.46184,1.60605,1.04346,0.0009308,0.0009308,0.0009308
164,300.039,1.55131,1.15554,1.3201,0.62893,0.23684,0.23411,0.08109,2.44707,1.60903,1.03368,0.0009242,0.0009242,0.0009242
165,301.315,1.64714,1.20213,1.38241,0.641,0.23684,0.23136,0.08098,2.3414,1.56856,1.01403,0.0009176,0.0009176,0.0009176
166,302.607,1.54935,1.13649,1.29689,0.55703,0.23684,0.22418,0.09372,2.24056,1.52919,1,0.000911,0.000911,0.000911
167,303.868,1.63765,1.20185,1.32513,0.4713,0.23684,0.21251,0.08041,2.35641,1.62903,1.02776,0.0009044,0.0009044,0.0009044
168,305.125,1.57449,1.16174,1.35631,0.87466,0.18371,0.21406,0.08459,2.35596,1.67566,1.04173,0.0008978,0.0008978,0.0008978
169,306.385,1.71365,1.1565,1.38572,0.70743,0.21053,0.22106,0.08758,2.28966,1.53909,1.03211,0.0008912,0.0008912,0.0008912
170,307.693,1.57678,1.10003,1.33103,0.74356,0.21053,0.22231,0.09402,2.3138,1.53686,1.04047,0.0008846,0.0008846,0.0008846
171,308.99,1.72203,1.20166,1.37325,0.66055,0.18421,0.20948,0.084,2.40745,1.65253,1.07163,0.000878,0.000878,0.000878
172,310.264,1.60985,1.07044,1.34775,0.5237,0.20292,0.20047,0.06715,2.49715,1.80523,1.09799,0.0008714,0.0008714,0.0008714
173,311.513,1.63994,1.06787,1.35198,0.50231,0.18421,0.19539,0.06585,2.54384,1.84502,1.09995,0.0008648,0.0008648,0.0008648
174,312.826,1.59724,1.07388,1.33842,0.623,0.15789,0.17388,0.07319,2.57068,1.77469,1.09308,0.0008582,0.0008582,0.0008582
175,314.101,1.75602,1.18159,1.34879,0.74115,0.21053,0.23715,0.09391,2.47846,1.67453,1.07396,0.0008516,0.0008516,0.0008516
176,315.381,1.85598,1.23961,1.46656,0.6739,0.21053,0.23586,0.0894,2.495,1.60492,1.07117,0.000845,0.000845,0.000845
177,316.685,1.85702,1.25125,1.39005,0.70423,0.21053,0.23781,0.09272,2.5083,1.6,1.06845,0.0008384,0.0008384,0.0008384
178,317.942,1.83855,1.19175,1.36143,0.76822,0.21053,0.23911,0.0935,2.51688,1.60939,1.06325,0.0008318,0.0008318,0.0008318
