epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,146.671,3.54259,4.11965,2.69368,0,0,0,0,2.11195,8.3125,1.26163,0.000969052,0.000969052,0.000969052
28,152.117,3.34531,4.60418,3.08832,0,0,0,0,2.3655,7.99219,1.38881,0.00100199,0.00100199,0.00100199
29,153.964,3.6704,3.88669,2.78307,0,0,0,0,1.82592,6.69141,1.09225,0.00103466,0.00103466,0.00103466
30,155.595,3.07893,3.40665,2.93409,0,0,0,0,1.05767,9.71094,0.66221,0.00106707,0.00106707,0.00106707
31,157.257,3.13539,3.39746,2.48599,0,0,0,0,0.64071,9.40625,0.42015,0.00109922,0.00109922,0.00109922
32,158.883,3.1253,3.55084,2.59258,0,0,0,0,0.55187,9.35938,0.36575,0.0011311,0.0011311,0.0011311
33,160.548,2.91342,3.27582,2.50533,0,0,0,0,0.65499,9.42188,0.42722,0.00116272,0.00116272,0.00116272
34,162.197,2.89451,3.09916,2.46737,0,0,0,0,0.74268,9.47656,0.4774,0.00119407,0.00119407,0.00119407
35,163.859,2.78042,2.88876,2.4823,0,0,0,0,0.8955,6.32812,0.56367,0.00122516,0.00122516,0.00122516
36,165.532,2.86205,3.07117,2.39889,0,0,0,0,0.6326,5.70703,0.40548,0.00125599,0.00125599,0.00125599
37,167.211,2.80263,2.75909,2.19506,0,0,0,0,0.41635,5.19922,0.2735,0.00128655,0.00128655,0.00128655
38,168.858,2.69829,2.48322,2.18727,0,0,0,0,0.35794,4.80078,0.23724,0.00131685,0.00131685,0.00131685
39,170.542,2.74374,2.79887,2.1469,0,0,0,0,0.47701,4.86719,0.30963,0.00134688,0.00134688,0.00134688
40,172.198,2.74172,2.47662,2.33998,0,0,0,0,0.53412,5.39062,0.34316,0.00137665,0.00137665,0.00137665
41,173.85,2.8415,2.70984,2.25021,0,0,0,0,1.44118,6.19531,0.86312,0.00140616,0.00140616,0.00140616
42,175.525,2.56763,2.33985,2.27092,0,0,0,0,3.23688,7.29688,1.78388,0.0014354,0.0014354,0.0014354
43,177.186,2.42494,2.18187,1.92917,0,0,0,0,3.74206,7.32031,2.01892,0.00146438,0.00146438,0.00146438
44,178.813,2.64189,2.26564,2.08931,0,0,0,0,3.5268,6.67969,1.91075,0.00149309,0.00149309,0.00149309
45,180.494,2.47581,2.3392,2.26531,0,0,0,0,2.0011,5.78516,1.13132,0.00152154,0.00152154,0.00152154
46,182.133,2.47195,2.29509,2.31302,0,0,0,0,1.70693,5.57031,0.95584,0.00154973,0.00154973,0.00154973
47,183.82,2.32807,2.0981,1.87541,0,0,0,0,1.55198,5.39844,0.90347,0.00157765,0.00157765,0.00157765
48,185.449,2.40406,2.22572,2.03603,0,0,0,0,1.88951,5.46094,1.07049,0.00160531,0.00160531,0.00160531
49,187.084,2.6243,2.20173,2.09364,0,0,0,0,3.4686,6.50781,1.68368,0.0016327,0.0016327,0.0016327
50,188.745,2.36006,1.9437,1.8549,0.00042,0.05,0.0227,0.01135,4.08406,13.7983,2.32454,0.00165983,0.00165983,0.00165983
51,190.408,2.32469,2.05564,1.92529,0.00065,0.05,0.04531,0.02725,2.99709,4.37444,2.05326,0.00167,0.00167,0.00167
52,192.03,2.53619,2.1019,2.05421,0.00093,0.05,0.04545,0.01307,3.11077,3.8704,1.98743,0.0016634,0.0016634,0.0016634
53,193.657,2.42581,2.26299,1.78222,0.00319,0.1,0.04895,0.01469,3.36719,3.94535,2.01923,0.0016568,0.0016568,0.0016568
54,195.296,2.48826,2.29085,2.1501,0.38598,0.1,0.08815,0.02811,3.0483,2.36458,1.96415,0.0016502,0.0016502,0.0016502
55,196.944,2.48039,1.99977,2.01823,0.23776,0.15,0.09186,0.02218,3.03627,2.35892,1.93759,0.0016436,0.0016436,0.0016436
56,198.58,2.4667,2.33198,2.03335,0.22054,0.15,0.04611,0.01698,3.3058,5.50395,1.78711,0.001637,0.001637,0.001637
57,200.197,2.39993,1.96133,1.90488,0.34041,0.15,0.08262,0.02235,3.1515,4.7662,1.75912,0.0016304,0.0016304,0.0016304
58,201.848,2.16809,1.97637,1.94005,0.34125,0.2,0.11015,0.02587,3.05898,2.43067,1.69197,0.0016238,0.0016238,0.0016238
59,203.518,2.23965,1.89338,1.91516,0.79156,0.2,0.19244,0.04498,3.21838,2.07878,1.90324,0.0016172,0.0016172,0.0016172
60,205.142,2.19129,1.9218,1.91004,0.8015,0.25,0.23265,0.07762,2.99614,1.83314,1.64292,0.0016106,0.0016106,0.0016106
61,206.792,2.35552,1.79936,1.87745,0.59586,0.25,0.22991,0.08216,2.77632,2.09289,1.50311,0.001604,0.001604,0.001604
62,208.461,2.08041,1.74649,1.7088,0.95991,0.2,0.21586,0.07141,2.52118,2.22444,1.41251,0.0015974,0.0015974,0.0015974
63,210.148,2.12978,1.85724,1.94519,0.45414,0.24963,0.1853,0.07291,2.59335,1.62096,1.33412,0.0015908,0.0015908,0.0015908
64,211.806,2.5554,1.96343,2.00935,0.59086,0.2,0.16899,0.06418,2.67125,1.79107,1.30908,0.0015842,0.0015842,0.0015842
65,213.469,2.20238,1.88811,1.78102,0.49546,0.2,0.1505,0.06843,2.50368,2.1179,1.35506,0.0015776,0.0015776,0.0015776
66,215.108,2.13992,1.83552,1.63242,0.45362,0.25,0.16994,0.08192,2.56812,2.36854,1.27134,0.001571,0.001571,0.001571
67,216.743,2.037,1.7102,1.76552,0.47812,0.3,0.26051,0.11908,2.62864,2.40747,1.28503,0.0015644,0.0015644,0.0015644
68,218.407,2.02818,1.71234,1.74763,0.47685,0.35,0.29651,0.09328,2.70411,2.42792,1.28848,0.0015578,0.0015578,0.0015578
69,220.028,2.0047,1.72806,1.6111,0.37966,0.35,0.27335,0.08261,2.56367,2.42218,1.27641,0.0015512,0.0015512,0.0015512
70,221.664,1.9444,1.50831,1.63985,0.47951,0.25,0.19624,0.1203,2.46457,2.61032,1.2535,0.0015446,0.0015446,0.0015446
71,223.296,2.10252,1.66281,1.68373,0.60175,0.25,0.21705,0.10911,2.76033,5.58875,1.38027,0.001538,0.001538,0.001538
72,224.977,2.05612,1.79456,1.8662,0.76881,0.25,0.23746,0.08305,3.06967,9.28116,1.51033,0.0015314,0.0015314,0.0015314
73,226.714,2.08479,1.62038,1.55945,0.92528,0.25,0.24845,0.11508,2.65643,2.50966,1.31591,0.0015248,0.0015248,0.0015248
74,228.487,2.15779,1.78158,1.79205,0.41173,0.3,0.2442,0.10029,2.55818,2.09987,1.19545,0.0015182,0.0015182,0.0015182
75,230.17,2.07588,1.64754,1.66988,0.43543,0.35,0.27214,0.07655,2.77891,1.94334,1.2774,0.0015116,0.0015116,0.0015116
76,231.782,2.04966,1.54337,1.5581,0.76618,0.32912,0.3789,0.12286,2.62342,1.5403,1.31023,0.001505,0.001505,0.001505
77,233.469,2.0032,1.56825,1.72225,0.74442,0.35,0.37065,0.16964,2.36709,1.35238,1.20847,0.0014984,0.0014984,0.0014984
78,235.201,1.90058,1.3979,1.534,0.79288,0.3,0.31765,0.11532,2.6518,1.62695,1.23878,0.0014918,0.0014918,0.0014918
79,236.87,1.98035,1.64325,1.64896,0.73215,0.2,0.22569,0.08547,2.79611,1.53078,1.29757,0.0014852,0.0014852,0.0014852
80,238.76,2.06477,1.58791,1.71917,0.7068,0.4,0.44783,0.16665,2.32654,1.35969,1.1967,0.0014786,0.0014786,0.0014786
81,240.673,1.88637,1.40324,1.56329,0.67679,0.4,0.4093,0.15946,2.20855,1.62198,1.18013,0.001472,0.001472,0.001472
82,242.321,1.9987,1.53199,1.72982,0.58216,0.4,0.32341,0.11812,2.34764,1.77236,1.18843,0.0014654,0.0014654,0.0014654
83,243.958,1.95581,1.35179,1.54513,0.72589,0.39746,0.39026,0.12405,2.45684,1.5889,1.18931,0.0014588,0.0014588,0.0014588
84,245.624,2.06324,1.43557,1.6239,0.63126,0.42889,0.37181,0.11102,2.5015,1.62639,1.19173,0.0014522,0.0014522,0.0014522
85,247.213,1.98174,1.41071,1.66663,0.59829,0.45,0.36626,0.12521,2.44413,1.68831,1.18803,0.0014456,0.0014456,0.0014456
86,248.799,2.09209,1.67494,1.67502,0.71899,0.35,0.3794,0.15414,2.27055,1.69452,1.16416,0.001439,0.001439,0.001439
87,250.418,1.86358,1.39757,1.51835,0.62729,0.42167,0.41836,0.14762,2.25839,1.63652,1.11282,0.0014324,0.0014324,0.0014324
88,252.032,1.98281,1.39053,1.53413,0.56813,0.4,0.40997,0.1521,2.36628,1.47934,1.12918,0.0014258,0.0014258,0.0014258
89,253.663,1.72413,1.29387,1.55502,0.43129,0.5,0.37413,0.1706,2.14357,1.46082,1.11843,0.0014192,0.0014192,0.0014192
90,255.476,1.8252,1.34021,1.43005,0.82581,0.47517,0.52085,0.19307,2.15664,1.25128,1.11409,0.0014126,0.0014126,0.0014126
91,257.174,1.82219,1.27621,1.48275,0.99291,0.5,0.56343,0.25411,1.9782,1.14979,1.07778,0.001406,0.001406,0.001406
92,258.81,1.82508,1.3027,1.56224,0.91503,0.53917,0.54472,0.2,1.98634,1.20615,1.07207,0.0013994,0.0013994,0.0013994
93,260.576,1.91277,1.36801,1.50083,0.96227,0.45,0.55414,0.18349,2.30567,1.29052,1.11476,0.0013928,0.0013928,0.0013928
94,266.046,1.84403,1.29805,1.41319,0.47296,0.5,0.44431,0.17454,2.32,1.44838,1.16263,0.0013862,0.0013862,0.0013862
95,267.845,1.78808,1.40141,1.55521,0.78395,0.45,0.49159,0.18462,2.31281,1.2664,1.15685,0.0013796,0.0013796,0.0013796
96,269.466,1.91673,1.37937,1.53137,0.65561,0.4,0.46997,0.18727,2.31433,1.25141,1.128,0.001373,0.001373,0.001373
97,271.16,1.68176,1.15489,1.32764,0.62548,0.45,0.48425,0.17858,2.14692,1.38714,1.09534,0.0013664,0.0013664,0.0013664
98,272.806,1.78078,1.18234,1.42632,0.81614,0.55,0.56891,0.26314,1.98932,1.1315,1.02835,0.0013598,0.0013598,0.0013598
99,274.441,1.88264,1.29545,1.44016,1,0.53469,0.64042,0.26243,2.01595,1.13279,1.04722,0.0013532,0.0013532,0.0013532
100,276.056,1.714,1.1138,1.4182,0.72097,0.5,0.54615,0.23925,2.05673,1.20894,1.0759,0.0013466,0.0013466,0.0013466
101,277.675,1.80032,1.27733,1.47712,0.82184,0.5,0.54853,0.22608,1.89255,1.26898,1.05167,0.00134,0.00134,0.00134
102,279.299,1.74216,1.20317,1.38987,0.5985,0.4,0.40842,0.1938,2.10155,1.29414,1.07712,0.0013334,0.0013334,0.0013334
103,280.917,1.79749,1.16635,1.38275,0.85526,0.45,0.53991,0.21063,2.14844,1.16159,1.0563,0.0013268,0.0013268,0.0013268
104,282.525,1.74622,1.2218,1.37619,0.80292,0.5,0.53418,0.25401,2.1288,1.15911,1.05987,0.0013202,0.0013202,0.0013202
105,284.114,1.79788,1.23133,1.43154,1,0.50994,0.59743,0.23411,2.16842,1.26462,1.07785,0.0013136,0.0013136,0.0013136
106,285.72,1.7156,1.15237,1.37544,0.67308,0.5,0.57071,0.25229,2.06309,1.29897,1.06599,0.001307,0.001307,0.001307
107,287.379,1.69226,1.24437,1.43065,0.78075,0.35,0.44084,0.18441,2.14158,1.17726,1.04052,0.0013004,0.0013004,0.0013004
108,288.998,1.85204,1.30539,1.54102,0.81607,0.44418,0.5239,0.17522,2.32773,1.25925,1.07118,0.0012938,0.0012938,0.0012938
109,290.614,1.65511,1.20222,1.3801,0.8971,0.43696,0.52356,0.195,2.50827,1.26417,1.1533,0.0012872,0.0012872,0.0012872
110,292.235,1.68,1.16771,1.34235,0.71985,0.6,0.56372,0.22163,2.34422,1.21315,1.15574,0.0012806,0.0012806,0.0012806
111,293.949,1.81583,1.13146,1.40641,0.62168,0.55,0.46691,0.21578,2.09688,1.3179,1.08251,0.001274,0.001274,0.001274
112,295.625,1.75145,1.18732,1.46034,0.74733,0.44413,0.44589,0.13185,2.69697,1.43556,1.18468,0.0012674,0.0012674,0.0012674
113,297.305,1.76782,1.22996,1.51419,0.61956,0.48911,0.44251,0.14128,2.42688,1.43559,1.14532,0.0012608,0.0012608,0.0012608
114,298.936,1.70191,1.18378,1.4025,0.84318,0.5384,0.53513,0.21188,2.16822,1.18885,1.09198,0.0012542,0.0012542,0.0012542
