fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
96.0,car,0,2,1277,306,1312,352,,0.0,0,0,0,0,
97.0,bus,0,1,1311,223,1464,381,,0.0,0,0,0,0,
97.0,car,0,2,1277,302,1311,351,,0.0,0,0,0,0,
97.0,car,0,4,1449,319,1514,381,,0.0,0,0,0,0,
98.0,bus,0,1,1311,224,1463,380,,0.0,0,0,0,0,
98.0,car,0,2,1276,300,1311,350,,0.0,0,0,0,0,
98.0,car,0,4,1449,320,1514,381,,0.0,0,0,0,0,
99.0,bus,0,1,1310,226,1461,380,,0.0,0,0,0,0,
99.0,car,0,2,1276,300,1311,348,,0.0,0,0,0,0,
99.0,car,0,4,1446,320,1514,380,,0.0,0,0,0,0,
100.0,bus,0,1,1310,226,1460,380,,0.0,0,0,0,0,
100.0,car,0,2,1277,299,1311,347,,0.0,0,0,0,0,
100.0,car,0,4,1443,320,1514,380,,0.0,0,0,0,0,
101.0,bus,0,1,1308,226,1459,378,,0.0,0,0,0,0,
101.0,car,0,4,1438,320,1516,381,,0.0,0,0,0,0,
102.0,bus,0,1,1309,227,1458,379,,0.0,0,0,0,0,
102.0,car,0,4,1436,320,1516,381,,0.0,0,0,0,0,
103.0,bus,0,1,1309,228,1457,378,,0.0,0,0,0,0,
103.0,car,0,4,1434,320,1517,382,,0.0,0,0,0,0,
104.0,bus,0,1,1309,229,1456,379,,0.0,0,0,0,0,
104.0,car,0,4,1435,320,1518,382,,0.0,0,0,0,0,
105.0,bus,0,1,1309,229,1455,379,,0.0,0,0,0,0,
105.0,car,0,4,1435,320,1519,382,,0.0,0,0,0,0,
106.0,bus,0,1,1308,229,1453,379,,0.0,0,0,0,0,
106.0,car,0,4,1435,320,1519,382,,0.0,0,0,0,0,
107.0,bus,0,1,1308,230,1450,379,,0.0,0,0,0,0,
107.0,car,0,4,1434,320,1519,382,,0.0,0,0,0,0,
108.0,bus,0,1,1308,232,1446,378,,0.0,0,0,0,0,
108.0,car,0,4,1433,320,1519,381,,0.0,0,0,0,0,
