fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
238.0,car,0,2,322,526,569,714,,0.0,0,0,0,0,
238.0,car,0,3,707,556,962,734,,0.0,0,0,0,0,
238.0,car,0,4,281,528,369,632,,0.0,0,0,0,0,
239.0,car,0,1,946,551,1478,828,59636XZ,0.655484919097557,441,204,508,230,59636XZ
239.0,car,0,2,322,527,574,718,,0.0,0,0,0,0,
239.0,car,0,3,707,556,961,733,,0.0,0,0,0,0,
239.0,car,0,4,281,528,369,631,,0.0,0,0,0,0,
240.0,car,0,1,945,550,1480,829,59830XZE,0.2859678844197583,439,205,509,230,59830XZE
240.0,car,0,2,325,527,579,721,9751HVBI,0.20169540441053416,137,132,207,148,9751HVBI
240.0,car,0,3,707,556,962,733,,0.0,0,0,0,0,
240.0,car,0,4,281,529,373,632,,0.0,0,0,0,0,
241.0,car,0,1,945,550,1478,827,59830YZ,0.35810149074135667,441,205,509,231,59830YZ
241.0,car,0,2,327,526,585,726,,0.0,0,0,0,0,
241.0,car,0,3,708,555,961,731,,0.0,0,0,0,0,
241.0,car,0,4,281,531,375,633,,0.0,0,0,0,0,
242.0,car,0,1,945,551,1478,827,598307,0.4588311059691645,441,201,509,229,598307
242.0,car,0,2,329,527,592,728,,0.0,0,0,0,0,
242.0,car,0,3,708,556,961,731,,0.0,0,0,0,0,
242.0,car,0,4,281,533,376,631,,0.0,0,0,0,0,
243.0,car,0,1,946,551,1478,826,598502,0.4528620621952062,441,201,510,228,598502
243.0,car,0,2,332,528,600,730,HVE,0.8542738064100192,176,142,206,157,HVE
243.0,car,0,3,708,556,961,732,,0.0,0,0,0,0,
243.0,car,0,4,282,530,376,632,,0.0,0,0,0,0,
244.0,car,0,1,946,550,1477,826,59830XZ,0.5015262348288854,440,203,508,228,59830XZ
244.0,car,0,2,708,554,962,732,,0.0,0,0,0,0,
244.0,car,0,3,332,527,603,731,,0.0,0,0,0,0,
244.0,car,0,4,282,528,381,633,,0.0,0,0,0,0,
245.0,car,0,1,945,548,1476,825,59836XZE,0.08121912777674942,437,204,517,230,59836XZE
245.0,car,0,2,707,554,963,731,,0.0,0,0,0,0,
245.0,car,0,3,335,525,610,735,09751KVB,0.15703950805073258,143,151,220,171,09751KVB
245.0,car,0,4,282,530,385,634,,0.0,0,0,0,0,
246.0,car,0,1,945,547,1476,825,5983GXZE,0.25651110084772416,439,205,514,231,5983GXZE
246.0,car,0,2,707,554,963,729,,0.0,0,0,0,0,
246.0,car,0,3,335,524,620,740,9751444,0.2761986494807599,157,156,229,175,9751444
247.0,car,0,1,945,547,1474,825,59836XZE,0.24200391054884857,436,204,514,232,59836XZE
247.0,car,0,2,708,554,962,729,,0.0,0,0,0,0,
247.0,car,0,3,340,525,627,745,975VF4E,0.08076761320659179,155,158,233,179,975VF4E
248.0,car,0,1,945,546,1476,827,59836XZ,0.5649492470494841,433,203,510,231,59836XZ
248.0,car,0,2,708,553,962,728,,0.0,0,0,0,0,
248.0,car,0,3,344,525,631,746,HVBJ,0.2132564038782497,192,164,224,179,HVBJ
249.0,car,0,1,946,546,1473,825,59850XZ,0.6983373996262174,439,203,510,232,59850XZ
249.0,car,0,2,708,553,963,728,,0.0,0,0,0,0,
249.0,car,0,3,345,524,640,746,19751H4,0.4858781320613151,161,166,238,185,19751H4
250.0,car,0,1,947,545,1474,826,598302,0.40566840042763813,439,202,510,232,598302
250.0,car,0,2,707,553,964,729,,0.0,0,0,0,0,
250.0,car,0,3,351,524,649,751,09751HVB,0.6295440861211348,146,168,244,192,09751HVB
251.0,car,0,1,947,545,1475,825,59830YZ,0.1748790392866091,438,205,505,231,59830YZ
251.0,car,0,2,356,523,658,756,975LHVE,0.4056248373606843,167,171,242,190,975LHVE
251.0,car,0,3,707,552,963,729,,0.0,0,0,0,0,
252.0,car,0,1,947,544,1475,825,59036XZ,0.3929305394563095,439,205,506,231,59036XZ
252.0,car,0,2,708,552,965,727,,0.0,0,0,0,0,
252.0,car,0,3,360,523,665,760,09751HVB,0.3594055076208038,156,172,249,195,09751HVB
252.0,car,0,4,282,529,398,636,,0.0,0,0,0,0,
253.0,car,0,1,947,543,1474,823,59036XZ,0.48173621996639554,437,206,506,231,59036XZ
253.0,car,0,2,708,551,964,726,,0.0,0,0,0,0,
253.0,car,0,3,363,523,676,764,0975VHVB,0.37393206107528254,153,173,257,199,0975VHVB
253.0,car,0,4,282,527,401,636,,0.0,0,0,0,0,
254.0,car,0,1,948,542,1474,823,59036YZ,0.5967651164439766,435,206,504,233,59036YZ
254.0,car,0,2,709,551,964,726,,0.0,0,0,0,0,
254.0,car,0,3,365,522,683,766,9751HVB,0.9085687119404301,161,175,262,200,9751HVB
254.0,car,0,4,281,529,401,637,,0.0,0,0,0,0,
255.0,car,0,1,947,542,1473,823,59850XZ,0.33003543720620404,439,205,505,232,59850XZ
255.0,car,0,2,708,550,964,726,,0.0,0,0,0,0,
255.0,car,0,3,368,522,693,771,9751HVBF,0.1740063268886216,168,177,266,200,9751HVBF
255.0,car,0,4,282,527,405,637,,0.0,0,0,0,0,
256.0,car,0,1,371,523,699,774,19751HBJ,0.20173142660362797,174,178,263,199,19751HBJ
256.0,car,0,2,949,543,1475,822,59030YZ,0.37812873964090576,436,205,504,230,59030YZ
256.0,car,0,3,706,549,964,725,,0.0,0,0,0,0,
256.0,car,0,4,283,524,416,638,,0.0,0,0,0,0,
257.0,car,0,1,373,522,709,777,0751HMBJ,0.30657262842173794,181,179,278,204,0751HMBJ
257.0,car,0,2,947,542,1478,820,59856X2,0.14092596717706155,440,204,507,232,59856X2
257.0,car,0,3,704,549,964,724,,0.0,0,0,0,0,
257.0,car,0,4,282,525,415,638,,0.0,0,0,0,0,
258.0,car,0,1,947,542,1483,821,598502,0.43942268515513644,441,201,509,230,598502
258.0,car,0,2,709,549,963,723,,0.0,0,0,0,0,
258.0,car,0,3,378,523,722,782,9751HVB,0.35099131390080973,186,180,281,204,9751HVB
258.0,car,0,4,281,523,424,637,,0.0,0,0,0,0,
259.0,car,0,1,382,523,735,785,9751HMB,0.5317581084586916,183,184,287,209,9751HMB
259.0,car,0,2,714,548,964,723,,0.0,0,0,0,0,
259.0,car,0,3,949,540,1481,820,5902025,0.22410878080347063,436,205,507,230,5902025
259.0,car,0,4,284,523,429,635,,0.0,0,0,0,0,
260.0,car,0,1,383,521,745,794,9751HVB,0.9182120913083762,200,189,296,213,9751HVB
260.0,car,0,2,949,540,1479,819,59830YZ,0.3475181731569299,434,206,503,230,59830YZ
260.0,car,0,3,713,547,964,723,,0.0,0,0,0,0,
260.0,car,0,4,283,523,433,636,,0.0,0,0,0,0,
261.0,car,0,1,388,520,755,799,9751HVB,0.6732526878076133,198,194,302,219,9751HVB
261.0,car,0,2,948,541,1480,819,59636XZ,0.48373992148781925,435,204,504,229,59636XZ
261.0,car,0,3,714,546,964,722,,0.0,0,0,0,0,
261.0,car,0,4,285,523,431,636,,0.0,0,0,0,0,
262.0,car,0,1,393,522,767,804,9751,0.6641501971766641,198,196,312,223,9751
262.0,car,0,2,947,540,1481,818,5980X2,0.5629431075225598,435,203,507,228,5980X2
262.0,car,0,3,720,546,963,721,,0.0,0,0,0,0,
262.0,car,0,4,287,522,435,637,,0.0,0,0,0,0,
263.0,car,0,1,395,520,781,811,9751HVB,0.4543926095927664,214,203,324,229,9751HVB
263.0,car,0,2,947,538,1481,816,59830YZ,0.3103234273679441,438,205,506,230,59830YZ
263.0,car,0,3,725,547,963,722,,0.0,0,0,0,0,
263.0,car,0,4,285,522,440,639,,0.0,0,0,0,0,
264.0,car,0,1,947,538,1482,816,59036YZ,0.16851828429067434,437,205,507,230,59036YZ
264.0,car,0,2,400,521,794,816,9751,0.9918153285980225,220,207,335,235,9751
264.0,car,0,3,720,546,962,721,,0.0,0,0,0,0,
264.0,car,0,4,286,521,443,636,,0.0,0,0,0,0,
265.0,car,0,1,405,520,807,823,HVBT,0.36148393154144287,221,213,338,241,HVBT
265.0,car,0,2,947,537,1483,817,598302,0.6841533680654855,438,205,506,229,598302
265.0,car,0,3,721,545,962,721,,0.0,0,0,0,0,
265.0,car,0,4,289,523,440,636,,0.0,0,0,0,0,
265.0,car,0,5,252,521,322,582,,0.0,0,0,0,0,
266.0,car,0,1,408,521,824,827,9751HMB,0.6123846132096165,234,218,349,245,9751HMB
266.0,car,0,2,946,538,1486,818,59850ZE,0.3065319270715291,439,202,510,229,59850ZE
266.0,car,0,3,730,542,964,720,,0.0,0,0,0,0,
266.0,car,0,4,287,522,446,637,,0.0,0,0,0,0,
266.0,car,0,5,248,520,345,583,,0.0,0,0,0,0,
267.0,car,0,1,413,520,841,833,HVBI,0.28131845593452454,240,224,360,253,HVBI
267.0,car,0,2,946,537,1487,818,59830XZ,0.2688766215436627,437,202,508,230,59830XZ
267.0,car,0,3,734,544,964,717,,0.0,0,0,0,0,
267.0,car,0,4,288,521,445,637,,0.0,0,0,0,0,
267.0,car,0,5,249,520,346,579,,0.0,0,0,0,0,
268.0,car,0,1,416,522,857,846,975,0.9999949069135972,259,227,371,256,975
268.0,car,0,2,946,535,1486,816,59850Z,0.5077748396598729,435,204,508,231,59850Z
268.0,car,0,3,737,543,964,713,,0.0,0,0,0,0,
268.0,car,0,4,291,521,448,635,,0.0,0,0,0,0,
268.0,car,0,5,243,519,347,582,,0.0,0,0,0,0,
269.0,car,0,1,423,521,874,852,HMET,0.27486667037010193,263,234,380,264,HMET
269.0,car,0,2,946,535,1485,815,598307,0.29621272939251253,437,203,512,233,598307
269.0,car,0,3,293,521,452,636,,0.0,0,0,0,0,
269.0,car,0,4,737,542,965,708,,0.0,0,0,0,0,
269.0,car,0,5,246,519,345,582,,0.0,0,0,0,0,
270.0,car,0,1,430,524,890,859,9751HMB,0.9200996996976802,267,238,389,269,9751HMB
270.0,car,0,2,946,535,1483,814,59002,0.6878468632494816,434,204,504,229,59002
270.0,car,0,3,291,521,457,636,,0.0,0,0,0,0,
270.0,car,0,4,750,543,963,706,,0.0,0,0,0,0,
270.0,car,0,5,242,516,346,582,,0.0,0,0,0,0,
271.0,car,0,1,435,521,910,869,975,0.999992016244482,277,247,400,279,975
271.0,car,0,2,947,534,1482,812,59830XZ,0.568351493684897,435,205,509,230,59830XZ
271.0,car,0,3,290,520,458,634,,0.0,0,0,0,0,
271.0,car,0,4,240,516,348,582,,0.0,0,0,0,0,
271.0,car,0,5,767,543,963,701,,0.0,0,0,0,0,
272.0,car,0,1,438,525,929,876,975,0.9999966963759913,296,249,422,282,975
272.0,car,0,2,949,533,1481,811,59630XZ,0.5996282740484965,437,207,504,231,59630XZ
272.0,car,0,3,294,519,464,636,,0.0,0,0,0,0,
272.0,car,0,4,240,514,344,580,,0.0,0,0,0,0,
272.0,car,0,5,781,543,963,701,,0.0,0,0,0,0,
273.0,car,0,1,441,525,949,887,9751HMB,0.8019435862412989,306,257,437,290,9751HMB
273.0,car,0,2,950,533,1480,809,598302,0.8365508351399712,435,205,503,229,598302
273.0,car,0,3,298,517,463,637,,0.0,0,0,0,0,
273.0,car,0,4,239,513,337,581,,0.0,0,0,0,0,
274.0,car,0,1,455,524,967,899,9751HHB,0.682955345374423,314,264,451,301,9751HHB
274.0,car,0,2,951,531,1481,809,59836XZ,0.4387720145790298,432,206,503,231,59836XZ
274.0,car,0,3,298,516,467,637,,0.0,0,0,0,0,
274.0,car,0,4,239,512,337,581,,0.0,0,0,0,0,
274.0,car,0,5,787,541,964,646,,0.0,0,0,0,0,
275.0,car,0,1,463,523,996,909,9751HMB,0.8509074741570166,312,274,463,312,9751HMB
275.0,car,0,2,953,531,1482,809,59836XZ,0.5983607140345133,430,205,501,231,59836XZ
275.0,car,0,3,300,517,467,637,,0.0,0,0,0,0,
275.0,car,0,4,239,512,336,581,,0.0,0,0,0,0,
275.0,car,0,5,810,540,963,650,,0.0,0,0,0,0,
276.0,car,0,1,467,521,1023,922,975,0.9996706247329712,348,284,481,323,975
276.0,car,0,2,953,530,1482,809,59806XZ,0.4193098826004744,431,205,501,231,59806XZ
276.0,car,0,3,299,516,472,637,,0.0,0,0,0,0,
276.0,car,0,4,238,514,337,579,,0.0,0,0,0,0,
276.0,car,0,5,833,541,963,645,,0.0,0,0,0,0,
277.0,car,0,1,475,523,1049,933,975,0.9999921538953669,358,292,498,331,975
277.0,car,0,2,955,529,1482,808,59830XZ,0.6011643803458466,431,206,500,231,59830XZ
277.0,car,0,3,300,516,473,635,,0.0,0,0,0,0,
277.0,car,0,4,237,513,336,580,,0.0,0,0,0,0,
277.0,car,0,5,837,539,964,638,,0.0,0,0,0,0,
278.0,car,0,1,483,522,1076,948,9751HMB,0.812631452464797,367,306,520,345,9751HMB
278.0,car,0,2,957,527,1483,808,59850XZ,0.3844992933361344,425,206,495,234,59850XZ
278.0,car,0,3,300,515,475,634,,0.0,0,0,0,0,
278.0,car,0,4,236,509,333,580,,0.0,0,0,0,0,
279.0,car,0,1,489,517,1108,961,9751HMB,0.9071759715567612,385,321,540,362,9751HMB
279.0,car,0,2,957,526,1484,806,596507,0.10652369790715252,426,206,496,233,596507
279.0,car,0,3,303,514,478,635,,0.0,0,0,0,0,
279.0,car,0,4,236,509,335,581,,0.0,0,0,0,0,
280.0,car,0,1,499,517,1139,976,9751HMB,0.989748686168361,408,334,571,375,9751HMB
280.0,car,0,2,962,523,1486,807,59036XZ,0.43059818913220416,426,210,494,235,59036XZ
280.0,car,0,3,302,513,479,635,,0.0,0,0,0,0,
280.0,car,0,4,236,511,335,581,,0.0,0,0,0,0,
281.0,car,0,1,510,517,1174,994,975,0.9998518201362586,418,348,594,391,975
281.0,car,0,2,963,524,1485,804,5983GXZ,0.714544786995271,421,206,492,233,5983GXZ
281.0,car,0,3,302,512,482,636,,0.0,0,0,0,0,
281.0,car,0,4,237,511,331,581,,0.0,0,0,0,0,
282.0,car,0,1,518,517,1215,1012,975,0.9974609017372131,441,361,622,407,975
282.0,car,0,2,972,523,1485,802,59850Z,0.5442459246445217,410,207,485,234,59850Z
282.0,car,0,3,305,511,487,637,,0.0,0,0,0,0,
282.0,car,0,4,236,508,332,580,,0.0,0,0,0,0,
283.0,car,0,1,526,522,1255,1038,HMBT,0.48962199687957764,481,369,654,420,HMBT
283.0,car,0,2,976,522,1486,805,59030XZ,0.17893754989217883,407,208,477,233,59030XZ
283.0,car,0,3,305,508,490,637,,0.0,0,0,0,0,
283.0,car,0,4,236,506,333,581,,0.0,0,0,0,0,
284.0,car,0,1,539,520,1297,1052,975,0.9999228469959823,501,391,683,440,975
284.0,car,0,2,995,524,1488,813,59850XZ,0.5243844382804663,392,205,460,233,59850XZ
284.0,car,0,3,307,508,492,635,,0.0,0,0,0,0,
284.0,car,0,4,235,507,333,582,,0.0,0,0,0,0,
285.0,car,0,1,549,521,1345,1071,HMB,0.9443761706352234,540,408,723,461,HMB
285.0,car,0,2,994,523,1490,810,59000Y2,0.19161271477231026,389,206,458,232,59000Y2
285.0,car,0,3,310,509,496,634,,0.0,0,0,0,0,
285.0,car,0,4,236,508,333,581,,0.0,0,0,0,0,
286.0,car,0,1,560,521,1400,1074,HMB,0.608329840313559,576,429,767,485,HMB
286.0,car,0,2,311,506,500,637,,0.0,0,0,0,0,
286.0,car,0,3,236,508,336,582,,0.0,0,0,0,0,
286.0,car,0,4,993,522,1490,809,13000X2,0.09547598600435293,389,206,463,233,13000X2
287.0,car,0,1,574,520,1464,1069,HMB,0.9983352277266644,626,453,807,513,HMB
287.0,car,0,2,312,506,503,640,,0.0,0,0,0,0,
287.0,car,0,3,237,507,336,582,,0.0,0,0,0,0,
287.0,car,0,4,1057,526,1491,811,,0.0,0,0,0,0,
288.0,car,0,1,587,522,1541,1070,HMB,0.8930678910708417,684,472,852,538,HMB
288.0,car,0,2,311,507,504,642,,0.0,0,0,0,0,
288.0,car,0,3,235,506,333,581,,0.0,0,0,0,0,
288.0,car,0,4,1061,522,1489,789,,0.0,0,0,0,0,
289.0,car,0,1,598,520,1607,1071,075,0.6690585017204285,717,500,923,551,075
289.0,car,0,2,235,505,331,581,,0.0,0,0,0,0,
289.0,car,0,3,313,507,509,642,,0.0,0,0,0,0,
290.0,car,0,1,613,522,1671,1071,,0.0,0,0,0,0,
290.0,car,0,2,236,504,331,581,,0.0,0,0,0,0,
290.0,car,0,3,313,507,511,643,,0.0,0,0,0,0,
291.0,car,0,1,631,522,1763,1073,,0.0,0,0,0,0,
291.0,car,0,2,235,504,333,581,,0.0,0,0,0,0,
291.0,car,0,3,316,508,514,644,,0.0,0,0,0,0,
292.0,car,0,1,641,522,1858,1070,,0.0,0,0,0,0,
292.0,car,0,2,318,507,517,645,,0.0,0,0,0,0,
292.0,car,0,3,235,504,334,580,,0.0,0,0,0,0,
293.0,car,0,1,669,521,1919,1069,,0.0,0,0,0,0,
293.0,car,0,2,321,508,523,646,,0.0,0,0,0,0,
293.0,car,0,3,235,504,334,580,,0.0,0,0,0,0,
294.0,car,0,1,688,522,1918,1069,,0.0,0,0,0,0,
294.0,car,0,2,322,507,522,648,,0.0,0,0,0,0,
294.0,car,0,3,237,504,336,579,,0.0,0,0,0,0,
295.0,car,0,1,707,521,1917,1067,,0.0,0,0,0,0,
295.0,car,0,2,324,507,527,649,,0.0,0,0,0,0,
295.0,car,0,3,238,505,336,579,,0.0,0,0,0,0,
296.0,car,0,1,726,520,1918,1069,,0.0,0,0,0,0,
296.0,car,0,2,323,505,532,650,,0.0,0,0,0,0,
296.0,car,0,3,237,504,336,581,,0.0,0,0,0,0,
296.0,car,0,4,710,524,888,665,,0.0,0,0,0,0,
297.0,car,0,1,747,518,1919,1070,,0.0,0,0,0,0,
297.0,car,0,2,325,505,536,651,,0.0,0,0,0,0,
297.0,car,0,3,711,523,907,669,,0.0,0,0,0,0,
297.0,car,0,4,237,504,338,581,,0.0,0,0,0,0,
298.0,car,0,1,781,515,1919,1070,,0.0,0,0,0,0,
298.0,car,0,2,326,504,538,653,,0.0,0,0,0,0,
298.0,car,0,3,712,525,928,675,,0.0,0,0,0,0,
298.0,car,0,4,237,504,341,582,,0.0,0,0,0,0,
299.0,car,0,1,807,517,1919,1069,,0.0,0,0,0,0,
299.0,car,0,2,329,503,544,653,,0.0,0,0,0,0,
299.0,car,0,3,710,522,951,687,,0.0,0,0,0,0,
299.0,car,0,4,240,504,340,582,,0.0,0,0,0,0,
300.0,car,0,1,837,521,1919,1072,,0.0,0,0,0,0,
300.0,car,0,2,713,520,967,694,,0.0,0,0,0,0,
300.0,car,0,3,330,502,547,653,,0.0,0,0,0,0,
300.0,car,0,4,239,503,341,582,,0.0,0,0,0,0,
301.0,car,0,1,874,526,1918,1074,,0.0,0,0,0,0,
301.0,car,0,2,712,521,967,697,,0.0,0,0,0,0,
301.0,car,0,3,334,502,554,655,,0.0,0,0,0,0,
301.0,car,0,4,239,503,343,581,,0.0,0,0,0,0,
302.0,car,0,1,906,532,1920,1071,,0.0,0,0,0,0,
302.0,car,0,2,712,521,969,697,,0.0,0,0,0,0,
302.0,car,0,3,334,499,557,655,,0.0,0,0,0,0,
302.0,car,0,4,239,502,346,582,,0.0,0,0,0,0,
303.0,car,0,1,947,535,1919,1073,,0.0,0,0,0,0,
303.0,car,0,2,713,519,970,697,,0.0,0,0,0,0,
303.0,car,0,3,334,497,564,656,,0.0,0,0,0,0,
303.0,car,0,4,241,503,343,582,,0.0,0,0,0,0,
303.0,car,0,5,950,512,1284,725,,0.0,0,0,0,0,
304.0,car,0,1,995,537,1918,1070,,0.0,0,0,0,0,
304.0,car,0,2,713,519,970,696,,0.0,0,0,0,0,
304.0,car,0,3,336,497,566,659,,0.0,0,0,0,0,
304.0,car,0,4,950,514,1298,732,,0.0,0,0,0,0,
304.0,car,0,5,242,502,352,582,,0.0,0,0,0,0,
305.0,car,0,1,1041,539,1919,1072,,0.0,0,0,0,0,
305.0,car,0,2,712,518,970,695,,0.0,0,0,0,0,
305.0,car,0,3,338,497,573,660,,0.0,0,0,0,0,
305.0,car,0,4,951,513,1326,737,,0.0,0,0,0,0,
305.0,car,0,5,242,502,347,582,,0.0,0,0,0,0,
306.0,car,0,1,1102,542,1918,1070,,0.0,0,0,0,0,
306.0,car,0,2,712,518,970,694,,0.0,0,0,0,0,
306.0,car,0,3,952,512,1355,748,,0.0,0,0,0,0,
306.0,car,0,4,339,492,579,662,,0.0,0,0,0,0,
306.0,car,0,5,243,502,345,582,,0.0,0,0,0,0,
307.0,car,0,1,1163,546,1918,1069,,0.0,0,0,0,0,
307.0,car,0,2,953,510,1381,786,,0.0,0,0,0,0,
307.0,car,0,3,713,517,969,694,,0.0,0,0,0,0,
307.0,car,0,4,343,494,579,662,,0.0,0,0,0,0,
307.0,car,0,5,243,502,347,582,,0.0,0,0,0,0,
308.0,car,0,1,1240,555,1917,1067,,0.0,0,0,0,0,
308.0,car,0,2,713,518,969,694,,0.0,0,0,0,0,
308.0,car,0,3,344,497,586,668,,0.0,0,0,0,0,
308.0,car,0,4,950,510,1471,787,,0.0,0,0,0,0,
308.0,car,0,5,243,501,351,583,,0.0,0,0,0,0,
309.0,car,0,1,1337,571,1918,1071,903027,0.0419521935472023,60,142,115,167,903027
309.0,car,0,2,953,509,1480,789,,0.0,0,0,0,0,
309.0,car,0,3,713,516,970,693,,0.0,0,0,0,0,
309.0,car,0,4,347,494,592,668,,0.0,0,0,0,0,
309.0,car,0,5,243,498,374,583,,0.0,0,0,0,0,
310.0,car,0,1,1441,586,1918,1069,,0.0,0,0,0,0,
310.0,car,0,2,953,508,1486,785,,0.0,0,0,0,0,
310.0,car,0,3,713,516,970,691,,0.0,0,0,0,0,
310.0,car,0,4,351,497,598,670,,0.0,0,0,0,0,
310.0,car,0,5,242,498,385,583,,0.0,0,0,0,0,
311.0,car,0,1,954,508,1487,784,5903GY,0.38918024570613313,437,204,496,230,5903GY
311.0,car,0,2,1573,633,1918,1068,,0.0,0,0,0,0,
311.0,car,0,3,713,515,969,691,,0.0,0,0,0,0,
311.0,car,0,4,352,497,602,677,,0.0,0,0,0,0,
311.0,car,0,5,243,499,367,582,,0.0,0,0,0,0,
312.0,car,0,1,953,507,1487,783,5903G,0.4105129238614134,437,203,499,230,5903G
312.0,car,0,2,712,514,969,691,,0.0,0,0,0,0,
312.0,car,0,3,358,494,609,677,2100UA,0.15957296897731837,143,120,201,135,2100UA
312.0,car,0,4,1720,798,1919,1070,,0.0,0,0,0,0,
312.0,car,0,5,245,498,365,583,,0.0,0,0,0,0,
313.0,car,0,1,953,506,1487,782,590307,0.6802258522542117,437,203,501,230,590307
313.0,car,0,2,712,513,970,691,,0.0,0,0,0,0,
313.0,car,0,3,360,495,614,679,QOOLK,0.0765992420144064,143,123,205,138,QOOLK
313.0,car,0,4,246,498,365,584,,0.0,0,0,0,0,
314.0,car,0,1,953,504,1487,783,5903.6Z,0.21026073305631376,438,205,501,232,5903.6Z
314.0,car,0,2,713,513,969,688,,0.0,0,0,0,0,
314.0,car,0,3,363,497,621,678,,0.0,0,0,0,0,
314.0,car,0,4,246,497,365,586,,0.0,0,0,0,0,
315.0,car,0,1,953,504,1487,782,59020Z,0.3813266263906424,438,203,504,231,59020Z
315.0,car,0,2,714,512,968,687,,0.0,0,0,0,0,
315.0,car,0,3,372,500,625,677,0OLNR,0.5618664804795939,154,124,200,137,0OLNR
315.0,car,0,4,246,497,365,585,,0.0,0,0,0,0,
316.0,car,0,1,953,504,1489,782,59036XZ,0.4880254103795141,437,204,503,231,59036XZ
316.0,car,0,2,713,511,968,686,,0.0,0,0,0,0,
316.0,car,0,3,371,500,631,678,LOOLXRL,0.13677459981395804,157,126,209,141,LOOLXRL
316.0,car,0,4,246,494,367,584,,0.0,0,0,0,0,
317.0,car,0,1,952,504,1490,782,596502,0.36747502503173224,440,199,509,229,596502
317.0,car,0,2,713,510,968,686,,0.0,0,0,0,0,
317.0,car,0,3,372,494,636,684,JOLNR,0.5125369998486772,171,136,211,150,JOLNR
317.0,car,0,4,246,495,371,586,,0.0,0,0,0,0,
318.0,car,0,1,952,502,1490,781,59000Y2,0.1441007293526838,438,204,506,230,59000Y2
318.0,car,0,2,714,509,969,684,,0.0,0,0,0,0,
318.0,car,0,3,375,495,644,686,2100LXAJ,0.13097533840302067,157,138,218,153,2100LXAJ
318.0,car,0,4,247,494,371,586,,0.0,0,0,0,0,
319.0,car,0,1,952,501,1490,781,5980Z,0.6889044890845286,437,204,506,230,5980Z
319.0,car,0,2,714,508,970,684,,0.0,0,0,0,0,
319.0,car,0,3,379,496,649,688,2100LRJ,0.28936247462489023,158,140,219,156,2100LRJ
319.0,car,0,4,247,492,373,583,,0.0,0,0,0,0,
320.0,car,0,1,953,500,1491,781,59830YZ,0.4642801315981321,437,203,509,230,59830YZ
320.0,car,0,2,714,508,970,684,,0.0,0,0,0,0,
320.0,car,0,3,382,499,658,692,2100LNE,0.6988431093114452,159,139,219,155,2100LNE
320.0,car,0,4,248,491,373,585,,0.0,0,0,0,0,
321.0,car,0,1,714,507,970,684,,0.0,0,0,0,0,
321.0,car,0,2,953,500,1491,782,598502,0.6592993266709305,438,201,508,230,598502
321.0,car,0,3,386,498,665,695,2100LR,0.18157454985528693,159,142,222,159,2100LR
321.0,car,0,4,249,492,378,585,,0.0,0,0,0,0,
322.0,car,0,1,954,500,1491,781,598002,0.2742429079774846,436,201,506,229,598002
322.0,car,0,2,714,506,971,683,,0.0,0,0,0,0,
322.0,car,0,3,388,493,671,697,2OOE,0.545085608959198,165,149,231,165,2OOE
322.0,car,0,4,249,491,379,586,,0.0,0,0,0,0,
323.0,car,0,1,955,499,1491,781,50002,0.46861485105933925,434,201,505,229,50002
323.0,car,0,2,714,506,971,681,,0.0,0,0,0,0,
323.0,car,0,3,393,493,680,699,IOOLNR,0.15246219961649457,171,148,224,166,IOOLNR
323.0,car,0,4,250,491,380,586,,0.0,0,0,0,0,
324.0,car,0,1,955,499,1490,780,59020XZ,0.30905080836064436,437,202,501,230,59020XZ
324.0,car,0,2,714,506,971,681,,0.0,0,0,0,0,
324.0,car,0,3,397,495,687,700,2100LNR,0.8089398027450437,166,147,231,164,2100LNR
324.0,car,0,4,250,492,379,586,,0.0,0,0,0,0,
325.0,car,0,1,396,498,692,702,21ODLNR,0.20152602170966474,169,144,237,162,21ODLNR
325.0,car,0,2,956,499,1490,779,598507,0.7825031193023027,439,200,501,229,598507
325.0,car,0,3,715,505,971,680,,0.0,0,0,0,0,
325.0,car,0,4,251,493,382,586,,0.0,0,0,0,0,
326.0,car,0,1,957,498,1491,779,59002,0.8444787858425055,432,200,503,228,59002
326.0,car,0,2,716,505,971,679,,0.0,0,0,0,0,
326.0,car,0,3,399,498,701,704,2100LR,0.7403613481174725,171,145,243,162,2100LR
326.0,car,0,4,252,493,384,586,,0.0,0,0,0,0,
327.0,car,0,1,958,497,1492,779,59830X2,0.2961350916115867,438,201,502,228,59830X2
327.0,car,0,2,402,498,709,709,2100LNE,0.4791638657182774,175,143,244,164,2100LNE
327.0,car,0,3,714,504,971,678,,0.0,0,0,0,0,
327.0,car,0,4,251,491,384,586,,0.0,0,0,0,0,
328.0,car,0,1,958,498,1492,778,59002,0.7094612711449638,432,199,503,227,59002
328.0,car,0,2,714,502,971,678,,0.0,0,0,0,0,
328.0,car,0,3,406,498,713,711,J2100LNR,0.590900056413875,174,144,254,164,J2100LNR
328.0,car,0,4,251,490,386,586,,0.0,0,0,0,0,
329.0,car,0,1,958,497,1490,777,5903GXZ,0.34923346314103915,436,202,498,228,5903GXZ
329.0,car,0,2,410,498,723,716,2100LNE,0.3910967016945703,179,147,252,164,2100LNE
329.0,car,0,3,715,503,971,677,,0.0,0,0,0,0,
